docity,강원강릉시,강원고성군,강원동해시,강원삼척시,강원속초시,강원양구군,강원양양군,강원영월군,강원원주시,강원인제군,강원정선군,강원철원군,강원춘천시,강원태백시,강원평창군,강원홍천군,강원화천군,강원횡성군,경기가평군,경기강화군,경기고양시,경기과천시,경기광명시,경기광주시,경기구리시,경기군포시,경기김포시,경기남양주시,경기동두천시,경기부천시,경기성남시,경기수원시,경기시흥시,경기안산시,경기안성시,경기안양시,경기양주시,경기양평군,경기여주군,경기여주시,경기연천군,경기오산시,경기옹진군,경기용인시,경기의왕시,경기의정부시,경기이천시,경기파주시,경기평택시,경기포천시,경기하남시,경기화성시,경기인천시청,경상거제시,경상거창군,경상경산시,경상경주시,경상고령군,경상고성군,경상구미시,경상군위군,경상기장군,경상김천시,경상김해시,경상남해군,경상달성군,경상마산시,경상문경시,경상밀양시,경상봉화군,경상사천시,경상산청군,경상상주시,경상성주군,경상안동시,경상양산시,경상영덕군,경상영양군,경상영주시,경상영천시,경상예천군,경상울릉군,경상울주군,경상울진군,경상의령군,경상의성군,경상진주시,경상진해시,경상창녕군,경상창원시,경상청도군,경상청송군,경상칠곡군,경상통영시,경상포항시,경상하동군,경상함안군,경상함양군,경상합천군,경상부산시,경상대구시,경상울산시,광주시광산구,광주시남구,광주시동구,광주시북구,광주시서구,대구시달서구,대구시수성구,대구시남구,대구시달서구.1,대구시달성군,대구시동구,대구시북구,대구시서구,대구시수성구.1,대구시중구,대전시대덕구,대전시동구,대전시서구,대전시유성구,대전시중구,부산시강서구,부산시금정구,부산시남구,부산시동구,부산시동래구,부산시부산진구,부산시북구,부산시사상구,부산시사하구,부산시서구,부산시수영구,부산시연제구,부산시영도구,부산시중구,부산시해운대구,부산시기장군,서울강남구,서울강동구,서울강북구,서울강서구,서울관악구,서울광진구,서울구로구,서울금천구,서울노원구,서울도봉구,서울동대문구,서울동작구,서울마포구,서울서대문구,서울서초구,서울성동구,서울성북구,서울송파구,서울양천구,서울영등포구,서울용산구,서울은평구,서울종로구,서울중구,서울중랑구,울산시남구,울산시동구,울산시북구,울산시울주군,울산시중구,인천시강화군,인천시계양구,인천시남구,인천시남동구,인천시동구,인천시미추홀구,인천시부평구,인천시서구,인천시연수구,인천시중구,전라강진군,전라고창군,전라고흥군,전라곡성군,전라광양시,전라구례군,전라군산시,전라김제시,전라나주시,전라남원시,전라담양군,전라목포시,전라무안군,전라무주군,전라보성군,전라부안군,전라순창군,전라순천시,전라신안군,전라여수시,전라영광군,전라영암군,전라완도군,전라완주군,전라익산시,전라임실군,전라장성군,전라장수군,전라장흥군,전라전주시,전라정읍시,전라진도군,전라진안군,전라함평군,전라해남군,전라화순군,전라광주시,제주서귀포시,제주제주시,충청갈매로,충청계룡시,충청고운동,충청공주시,충청괴산군,충청국책연구원1로,충청금남면,충청금산군,충청나리1로,충청나리로,충청남세종로,충청노을3로,충청논산시,충청누리로,충청다솜1로,충청다정남로,충청다정동,충청다정북로,충청다정중앙로,충청단양군,충청달빛1로,충청달빛로,충청당진군,충청당진시,충청대평로,충청도담동,충청도움1로,충청도움3로,충청마음로,충청마음안1로,충청마음안로,충청만남로,충청보듬2로,충청보듬3로,충청보듬4로,충청보람동,충청보람동로,충청보람로,충청보령시,충청보은군,충청부강면,충청부여군,충청새롬남로,충청새롬동,충청새롬북로,충청새롬중앙로,충청서산시,충청서천군,충청소담동,충청소정면,충청시청대로,충청아름동,충청아산시,충청연기군,충청연기면,충청연동면,충청연서면,충청영동군,충청예산군,충청옥천군,충청음성군,충청장군면,충청전의면,충청절재로,충청제천시,충청조치원읍,충청종촌동,충청증평군,충청진천군,충청천안시,충청청양군,충청청원군,충청청주시,충청충주시,충청태안군,충청한누리대로,충청홍성군,충청대전시
경상달성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016695821601768756,0.0028142257912403914,,0.004980878926277574,,0.0020519902744100056,0.001497653800637029,,0.001617004875533232,,,0.7,,,0.0019354008002511927,,,,,0.0038430848381853316,,,,,,0.001581526147472071,,,,,0.0015263459385110004,,,,0.0030667376369263102,,0.002606931515673611,,0.0032504904462275237,,,,0.0014365412772478334,,0.00241024298843121,,0.004268863683414615,,,,,,,0.007269210134432688,0.003964668927584098,0.004727025563076818,0.007262294864164736,0.21076237433427772,0.0036035240947893347,0.004334599503574165,0.0050470190419946385,0.003966549507265423,0.004223740836811616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042814920914129445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상마산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008934631662293248,,,,,0.009550055588869665,,,0.005357023692223213,,0.010835943824372913,,,0.7,,0.008533674241480306,,0.0063419422534228866,,,,,0.007067053547913069,,,,,,,,,0.010419724599446904,,0.007694891520496029,0.02174163785398968,0.008242957446331096,0.035093578857848994,0.006161348894900277,,,0.007959486663042463,,,0.019369788623310527,,0.005875781490277105,0.006951229680149335,,,,,,,,,,,,,,,,,,,,,,,0.008496752330031259,0.006670735894406231,0.0067259852698433285,0.0070979309704638244,0.006811775954144114,0.007206253562114084,0.008309752317051671,0.008214987804520258,0.008287859964124563,0.007420936905127549,0.006395528226897345,0.006850251215463619,0.006786009046878781,0.007339373323591506,0.00588314738619722,0.005371969388776981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상문경시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01453381885881957,0.01518616607047425,,0.015612587656697253,,,,,0.7,,0.013169339137962078,,,0.03973034936954568,,0.016130767377063798,,,,0.017009717169371236,,0.031254100378173576,,,,,0.014893091629297191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017851670311698938,,,,,,,,,,,,,,,0.016626625076589557,,,0.014001919047236836,,,,,,,,,,,,,,,,,0.01850695092759655,,,,,,,,,,,,,,,,,,0.01341841241299157,,,0.013217321646161856,,,,,,,0.01340597887531814,,,,,,0.01545118405500209,,,,
경상밀양시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0070001351082004636,0.0042895472564446315,0.004978454831894045,,,,0.004821553949660702,,0.007526554205714762,,0.006028944212044288,0.006657234303469284,,0.7,,,,,,,0.007736181574610657,,,,0.0045495168213226965,,,0.00502970418119773,,0.005169677271788665,,,0.0060946714892935894,0.010658886116881648,0.00857803284690577,0.015631168266700832,,,,,,0.006227415658216983,,0.004716004568954709,0.005396208655470657,0.0057746647765035426,0.00488236444154173,,,,,,0.006086927906705282,0.006133294456582973,0.0061353667008554845,0.006027639240191724,0.005976486234880742,0.0056677973826244725,0.005513082066343752,0.00559701918771261,0.0060754759312274045,0.005819217370372305,,,,,,0.006454697888222732,0.005861440395867216,0.004899081072978507,0.005065274974311245,0.005540178186150439,0.005322172995948762,0.006157446535275902,0.005568583535230251,0.005105318762207829,0.004839362081111404,0.004820266976354809,0.005284868926669098,0.004600905251804931,0.0048812275437886835,0.00467238862045158,0.004856850682580016,,,,,,,,,,,,,,,,,,,,,,,,,,0.0047353512843409384,,0.004455082566793894,0.005591316920555463,0.004685309291858778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005823648493183499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상봉화군,,,,,,,,0.024562350079599456,,,0.018123514480690734,,,0.026319800465245697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016654104172761225,,0.7,,,,,0.02739079143252881,,,0.02347873589094989,0.07223642218204655,,0.02737497859663337,,,,,,,,,,,0.016916599546225295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02894983233980623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017992870813512637,,,,,,,,,,,,,
경상사천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014084400504362994,,,,,0.031192778366265324,,,,,,0.03055984270011228,,0.014637758286695508,,,,0.7,0.015097996913348816,,,,,,,,,,,,,0.018630749027075393,,0.03692191194339846,,,0.012482141712156542,,,,0.019755446365323,,0.02516949277670941,0.01714855300793977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02157295867871512,0.01252986068760221,,,,,,,,,,,,0.01397909654334079,,0.016237012486954645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상산청군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02349133948137541,,,0.014443477744771855,,,,,,,,,,,,,0.01453336643044892,0.7,,,,,,,,,,,,,0.019410345476590388,,0.021117220232622032,,0.012313683204630837,,,,,,,0.01768239063846654,0.013994264880812997,0.040048015266082426,0.022722996229891657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013001023141946,0.012900361885284713,0.016131939118071485,,,,0.016270616955686563,,,,,,,,,,,,,,,,0.01233872409777153,,0.017375290060097005,,,,,0.012224945155449725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상상주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025467987844098434,0.02234646672316089,,0.030498305276513094,,,,,0.04711333961511346,,,,,0.7,0.0166242078273617,0.017206089511562075,,,,,,0.024419140619568923,,,,,0.01908493326660067,,,,,,,0.018166791446279792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01658696331599936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023537514623688447,,,,,,,,,,,,,,,,,,0.021734186381154246,,0.017214073548899055,,,,,,,,,,,,,,,,,,
경상성주군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007926555055788695,0.007901385535047866,,0.015611661505191042,,0.0146638750199902,0.007574338681649332,,0.011655464375731244,,,0.01611139127717481,,,,,,,0.006032571265259206,0.7,,,,,,0.005674275082863394,,,,,,,,,0.007358074705967618,,0.00664059910463717,,0.0246759142818495,,,,,,0.008289309165517678,,0.011629856103228788,,,,,,,0.013678465644507897,0.010502640119458069,0.011522336836852049,0.013870161246357624,0.01640229561799555,0.010608937831637986,0.012453962838833174,0.013374722897680956,0.01058981055935075,0.011457480121183165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005921294726931711,,,,,,,,,,,,,,,,,,,,,,,,,,0.011540963496000744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00633165690331378,,,,,,,,,,,,,,,,,,,,
경상안동시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025754995802395937,,,,,,,0.02060977422984933,,0.027673589340327265,,,0.018538682979345678,,0.7,,0.016820166049173083,0.027836285417140443,0.03566429083348574,,0.03754875600081609,,,,,0.0413724648888296,,,,,,0.030492498265435094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017688496193201963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상양산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011288699155879845,,0.012361535394203788,,,0.004873225598792536,,0.006838282013684236,,,,,,,0.7,,,,,,,0.0068754752100836005,,,,,0.005943723442340273,0.004050121263193963,0.005934263609382705,0.004993800863900049,,,,,,0.0038346888730134998,,,0.012838151016703967,,0.006442332532961207,,,,,,,,,,,,,,,,,,,,,0.01516150564314517,0.01945511398726148,0.009833067765546571,0.010108732462068191,0.014677348763636239,0.01152903923274122,0.013906626891149954,0.010672776252754345,0.0084229257747614,0.008378000034436794,0.009973611714610671,0.01223453545723608,0.00811228765561967,0.00869241324896545,0.009916017035570223,0.011503170070253614,,,,,,,,,,,,,,,,,,,,,,,,,,0.00625302299742519,0.005634184710518074,0.0054808225710201155,0.007882898018656322,0.005897600738483502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상영덕군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04914343075780805,,0.7,0.08098776453468831,,,,,,,,,,,,,,0.1052562099863822,,,0.06461259472112159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상영양군,,,,,,,,,,,,,,0.024619903175950895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03295154945385319,,,,,0.03866798132830692,,0.03850564813679324,0.7,0.030075898197446833,,0.023594126839330643,,,0.03127220216164551,,0.027226003412450836,,,,,,0.0530866872942219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상영주시,,,,,,,,0.020593401352327213,,,,,,0.01787711396683982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019893819992665943,,0.06680670065377821,,,,,0.03264648875328939,,,0.019818978760915037,0.7,,0.04075770920085783,,,,,0.018006133664867727,,,,,,0.016216180723300992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03009922050727586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01728425242388208,,,,,,,,,,,,,
경상영천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01682213498666979,0.014112253678110852,,,0.007296936132027547,0.009155338972194702,,,,,0.008024780940138145,,,0.007410572075197684,,,,,0.0068677443832223005,,,,,,0.7,,,0.006966157611129771,,,0.008584744349652212,,,,,0.010023131500377246,0.007745968886520725,0.008420983629623478,,0.010700438357465567,,,,,,0.012559159407558805,0.0070421245832372435,,,,,,0.010221571114281321,0.013345516945796197,0.012044010206898896,0.010203596264349073,0.008024063952535354,0.014050009476718953,0.012141505080864834,0.011300334150046954,0.013331084845128575,0.012677552430720463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006907891289045819,,0.007098881624876894,0.0071797852031160935,0.007165778262222572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012575949660271889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상예천군,,,,,,,,0.015364314131617908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018967646260853552,,,,,,,0.035900422867809575,,0.024865033844775144,,,0.02365382781894793,,0.03375747142597528,,,0.01526996514925472,0.04002959870193429,,0.7,,,,,0.02226602968541181,,,,,,0.015139905776768312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024180256001371057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015571683477875782,,,,,,,,,0.015033844857404794,,,,
경상울릉군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상울주군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026132561891167774,0.0042771517139626215,,,,,0.004740928758182874,,0.0031122703410587276,,,,,0.0031313677435272336,,,,,,,0.004842548713241375,,,,0.002662554255791132,,,0.7,,,,,,,,0.0029789357159927744,,,,0.002930888245334898,,,,,0.0035458404588605925,,0.0714101626994617,,,,,,,,,,,,,,,,,,,,,0.0034058417219177636,0.004187760695256302,0.0032349787802087673,0.003182853241635351,0.003771976858469913,0.0033344214752002374,0.003347591205354607,0.0030796095374626084,0.002786772024370907,0.0028656025557064688,0.003369456743391742,0.003516313997845989,0.0029187193099236117,0.002928369207559118,0.0036291063539983935,0.004789376177507227,,,,,,,,,,,,,,,,,,,,,,,,,,0.046718018843805525,0.013922053754592583,0.019024930374287367,0.030914680770287136,0.028825661536687752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상울진군,,,,0.08421186938336947,,,,,,,,,,0.11163416407805084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10415396653857938,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상의령군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00920373839329541,0.010533266403917774,,,0.012094939415999342,0.013848380229882587,,,,,0.009374652989427782,,0.010325056478242575,0.017651561655477696,,0.011226194020491319,,0.013674294248867553,0.01479997491853006,,,,,,,,,,,,,0.7,,0.025756031570839766,0.01193508777513428,0.016773470842477222,0.015555796653733482,0.009697825198505365,,,0.01000063262876599,,0.009992654301426943,0.038078817118073656,0.010175892084127306,0.01903088238438154,,,,,,,,,,,,,0.010270850688402488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상의성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009522418736063295,,,,0.013692916128485716,0.0338905435357267,,0.009749598352627686,,,,,0.010661265951994356,,,,,0.011521076366809737,,0.02318019610226656,,,0.010981189469344765,0.011021058151421034,0.011799525369733145,0.013876314616001705,,,,,0.7,,,,,,0.016696949186535377,0.011723730179941485,,,,,,,,0.010389723253323303,,,,,,,0.009336109527762131,0.010123704872817678,0.009870890504240504,0.009378842508879087,,0.010811997668859354,0.01063960416919598,0.010255659353477607,0.010183717722728428,0.010360360569155567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01033260770260879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상진주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011236277224902485,0.010908948855893058,,,,0.021362574376992603,,,,,,0.015055270160022978,,0.015480102291568392,,,,0.032181272921696646,0.019120924832245062,,,,,,,,,,,,,0.03058604897737383,,0.7,0.011776102729712223,0.012063863254463429,0.013186155243535419,,,,0.013784055416299467,,0.018549624903003124,0.02223237389175007,0.012560809147501845,0.014894501449542618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01402776808503967,0.010993326238457024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상진해시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010318408095368624,,,,,0.0077072742211259345,,,0.00630778995570419,,0.015660661474467485,,,0.020647445416104745,,0.007419362467693142,,,,,,,0.008185675574218535,,,,,,,,,0.006690719036165226,,0.005559098001930354,0.7,0.006157570677517288,0.02047156452513518,0.0053515494259055475,,,0.007592088725354888,,,0.009728200826712188,,,0.009067698594771714,,,,,,,,,,,,,,,,,,,,,,,0.011620633767360439,0.00825391906542397,0.008895348490469256,0.009591302486710373,0.008698778919770543,0.009656608122078069,0.011466492121183879,0.011792808457396801,0.012410597975184135,0.010470050194373434,0.008258743277187106,0.008926022303581622,0.009189422933112633,0.010254340916973784,0.007329379553471968,0.006320444397547054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상창녕군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006340192531046234,0.00906976969204295,,0.012052800226664676,,,,,,0.006932388935709574,,0.013320600961020777,0.0089663912667407,,0.014862390521062,,,0.006028696559763951,,0.007623568644890196,,0.0063888768965484795,,,,,,,,,0.010770371236008573,,0.006523035014591156,0.007052936352890222,0.7,0.010083017817144125,0.014143273024854039,,0.0068636143615379615,,,,0.011162943119792315,,0.011763464676562859,,0.009191432607752023,,,,,,,0.010917899161756858,0.009413877491335045,0.009926119148970717,0.010812188707578324,0.013135188382273174,0.008622040524203144,0.008917640344062921,0.009375510678949442,0.009347209739245913,0.00921728257030079,,,,,,0.006047022912223229,,,,,,0.0058698298361334325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009258426056344282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00731777894806097,,,,,0.007184455696068279,,,0.005777680662175096,,0.013298903736715138,,,0.033566976393621065,,0.010517547596682157,,0.005172748743686499,,,,,0.008231391589798428,,,,,,,,,0.008783142460151437,,0.0062694785835513455,0.020618711813250663,0.008866260135343897,0.7,0.006928484267102223,,,0.006321854193251829,,,0.014546032385846168,,0.0055835766921660925,0.007599492159055843,,,,,,,,,,,,,,,,,,,,,,,0.009727218143301686,0.007430775074560348,0.007179119407400205,0.007614303576363336,0.007498953016543157,0.007834961373241515,0.009382276284890719,0.008985551216865551,0.008761076043996726,0.007800907638983997,0.006826285874442803,0.007454430196626257,0.007095574993316331,0.007750473303610429,0.006273115754976856,0.005800462044353078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
